user_id,screen_name,followers_count,friends_count,statuses_count,profile_created_at,verified,label
825987115662065664,migliavs,331,545,23667,Mon Jan 30 08:40:49 +0000 2017,False,bot
2864751126,davideberg68,123,232,1518,Sun Oct 19 11:37:29 +0000 2014,False,human
422025735,paolamietto,150,472,1945,Sat Nov 26 18:12:57 +0000 2011,False,human
4549685356,enzarella2,363,0,4976,Sun Dec 20 20:16:20 +0000 2015,False,bot
526391347,raffa_brigante,528,428,10534,Fri Mar 16 13:23:31 +0000 2012,False,bot
344159343,marosa259,281,245,11036,Thu Jul 28 16:45:58 +0000 2011,False,human
876795381841100801,Odiotuttigioia,395,184,5743,Mon Jun 19 13:34:43 +0000 2017,False,bot
826576741506355203,Verbena35,131,84,16301,Tue Jan 31 23:43:47 +0000 2017,False,bot
704820933027045376,fitti1988,443,674,14053,Wed Mar 02 00:09:40 +0000 2016,False,human
1891849693,BoselliMarisa,292,148,6228,Sat Sep 21 23:32:16 +0000 2013,False,human
932924905,EMZONERI,78,16,1606,Wed Nov 07 20:53:38 +0000 2012,False,bot
2998555053,GSpasmo,144,69,4766,Sun Jan 25 20:50:19 +0000 2015,False,bot
596665906,faberskj,2495,1464,89783,Fri Jun 01 17:52:07 +0000 2012,False,human
2729708935,MyHappiness1Dhs,1475,1946,57298,Wed Aug 13 15:19:57 +0000 2014,False,human
2363684405,AlessioFraumene,343,38,97414,Mon Feb 24 21:13:17 +0000 2014,False,human
1012294396526710784,Vote1D70522235,19,16,98,Thu Jun 28 11:19:26 +0000 2018,False,human
251194177,wasitjustalie,2201,1113,130575,Sat Feb 12 16:48:54 +0000 2011,False,bot
606417584,CannovaV,79950,32566,97642,Tue Jun 12 15:51:26 +0000 2012,False,human
804847281417633792,vezzosauro_ale,4,8,4853,Sat Dec 03 00:38:40 +0000 2016,False,bot
504476597,Stegallio8,107,516,3241,Sun Feb 26 13:01:20 +0000 2012,False,human
327894673,elena2613,415,693,12190,Sat Jul 02 10:26:33 +0000 2011,False,bot
2918691515,Cat2014_Believe,329,445,3195,Fri Dec 12 23:45:18 +0000 2014,False,bot
1012302562660405248,Holaa63146637,16,9,465,Thu Jun 28 11:51:53 +0000 2018,False,bot
2950152521,loririlolo,533,1004,7557,Mon Dec 29 22:41:23 +0000 2014,False,bot
968459856,PaoloProsdocimi,129,425,8892,Sat Nov 24 17:46:43 +0000 2012,False,human
1571230602,Giulia_1D_LM,545,740,75615,Fri Jul 05 20:04:48 +0000 2013,False,human
856380782847422464,Pegasofree777,473,969,19663,Mon Apr 24 05:34:24 +0000 2017,False,human
750962994100707328,psacrewIT,97,16,6194,Thu Jul 07 08:01:44 +0000 2016,False,bot
831862062833876993,paopia64,185,253,20183,Wed Feb 15 13:45:45 +0000 2017,False,bot
831161868614004741,ZiaGuerriera,303,673,14335,Mon Feb 13 15:23:26 +0000 2017,False,bot
523625151,kssdhr,595,1759,6938,Tue Mar 13 20:07:56 +0000 2012,False,human
3107788774,Pesce98Vittoria,292,615,5039,Mon Mar 23 14:51:20 +0000 2015,False,bot
761296330903916545,Maria_Letizia_,772,657,10620,Thu Aug 04 20:22:44 +0000 2016,False,human
3092010165,GioLuna64,183,333,7708,Sun Mar 15 14:00:35 +0000 2015,False,human
3182660278,francorosaria13,65,0,11460,Sun Apr 19 10:03:06 +0000 2015,False,bot
883724976158887938,69Nique,28,34,1458,Sat Jul 08 16:30:28 +0000 2017,False,bot
438476133,trepazia,666,966,20427,Fri Dec 16 16:46:00 +0000 2011,False,human
2158759025,citro_rosa,565,804,26654,Tue Oct 29 15:39:28 +0000 2013,False,bot
1698808080,AngiSvezia,165,152,5273,Sun Aug 25 10:40:15 +0000 2013,False,bot
974981520984346626,Derire2,41,168,1162,Sat Mar 17 12:11:23 +0000 2018,False,bot
1013753576,betta_andrioli,1065,109,62687,Sat Dec 15 18:57:37 +0000 2012,False,human
926348944686419968,HababaAlaa,1312,1094,54465,Fri Nov 03 07:22:53 +0000 2017,False,human
265347584,mari_posaazul,460,458,18552,Sun Mar 13 11:53:57 +0000 2011,False,human
2413775282,Niurant,1536,2814,3326,Thu Mar 27 07:02:51 +0000 2014,False,human
950833130948177920,Lelepaolo1,9,235,2085,Tue Jan 09 20:54:18 +0000 2018,False,bot
732212397654609920,CRPFRASCATI,10,52,3198,Mon May 16 14:13:34 +0000 2016,False,bot
951241980859830272,LouisT_Promo_,81,243,4337,Wed Jan 10 23:58:56 +0000 2018,False,human
205354640,ticchiolina,991,1473,29476,Wed Oct 20 17:53:38 +0000 2010,False,human
1000424874194690048,xoxo_giuly_,33,137,924,Sat May 26 17:14:11 +0000 2018,False,human
438798142,ZzuCicciu,829,747,42575,Sat Dec 17 01:25:19 +0000 2011,False,human
2452764372,rarimani,178,378,12342,Sat Apr 19 08:08:16 +0000 2014,False,human
827909004923801600,Caranoemitw,186,469,3068,Sat Feb 04 15:57:43 +0000 2017,False,bot
734396807745286145,11dreams_,185,492,4936,Sun May 22 14:53:38 +0000 2016,False,human
262893816,missingsmth,674,587,14990,Tue Mar 08 23:57:14 +0000 2011,False,human
2764705943,beauty0fsilence,190,150,5796,Mon Sep 08 12:11:01 +0000 2014,False,bot
831961066313773058,lorellacan,189,496,3472,Wed Feb 15 20:19:10 +0000 2017,False,bot
470253363,zia_eli,1041,1380,28522,Sat Jan 21 13:56:15 +0000 2012,False,bot
460216069,so69ny,563,1371,3778,Tue Jan 10 14:25:46 +0000 2012,False,human
1153738128,ggarigli,579,2757,4903,Wed Feb 06 11:30:36 +0000 2013,False,bot
448110696,GabriPobega,419,511,9448,Tue Dec 27 16:45:42 +0000 2011,False,bot
2890342662,1DLads4Life,674,781,27072,Wed Nov 05 02:32:15 +0000 2014,False,human
517747193,coccio2001,250,845,7509,Wed Mar 07 16:41:05 +0000 2012,False,human
2153829339,garbugli_la,1743,1539,36577,Sat Oct 26 05:44:27 +0000 2013,False,human
961661021017518086,patri_well,32,69,2450,Thu Feb 08 18:00:28 +0000 2018,False,bot
825675893741846528,Anna33120263,794,641,13870,Sun Jan 29 12:04:08 +0000 2017,False,human
1012063518659698690,Bastardisemibl1,24,23,332,Wed Jun 27 20:02:00 +0000 2018,False,human
922835518756474880,InterForEver71,182,175,7898,Tue Oct 24 14:41:47 +0000 2017,False,human
327674514,Fiffistefy,367,1112,12027,Fri Jul 01 23:33:14 +0000 2011,False,bot
855136163849482240,Dudda_Novizia,48,97,3494,Thu Apr 20 19:08:43 +0000 2017,False,bot
3039154799,00_matilde,163,407,5761,Sun Feb 15 14:56:36 +0000 2015,False,human
1704716070,1D_ilmiosogno,129,462,1665,Tue Aug 27 13:50:23 +0000 2013,False,human
306412249,Caracciolo93,1055,1607,10288,Fri May 27 20:52:34 +0000 2011,False,human
193317159,Vito_Salvo,173,458,2293,Tue Sep 21 14:44:51 +0000 2010,False,human
761376188,lavitamiglior3,2123,1297,56570,Thu Aug 16 11:29:46 +0000 2012,False,human
1012447780504326145,1D39191230,378,1176,2282,Thu Jun 28 21:28:56 +0000 2018,False,human
2181109997,b_baolo,1806,579,39140,Thu Nov 14 19:56:56 +0000 2013,False,human
895869750,akobsara,8095,5179,122768,Sun Oct 21 18:17:55 +0000 2012,False,human
996455315796262916,Chourou04946447,22,19,2167,Tue May 15 18:20:35 +0000 2018,False,bot
560954476,GiuseppinaFarin,925,1059,36083,Mon Apr 23 08:51:57 +0000 2012,False,bot
702789675619061761,Snari1979,54,87,8159,Thu Feb 25 09:38:10 +0000 2016,False,bot
438646069,gaelle14juillet,1694,2029,23588,Fri Dec 16 21:02:38 +0000 2011,False,human
3072516610,ianna63,181,112,12164,Thu Mar 05 14:20:05 +0000 2015,False,human
2298056467,AnnaDream74,474,451,6540,Sat Jan 18 15:16:29 +0000 2014,False,human
704993843293331456,unidosxdali,2257,75,16637,Wed Mar 02 11:36:45 +0000 2016,False,bot
132962832,ManuBoniPH,248,644,5502,Wed Apr 14 16:58:57 +0000 2010,False,human
2985794427,MariaHelena_ts,343,622,6926,Mon Jan 19 14:11:39 +0000 2015,False,bot
202206667,GiulianaPoce,388,465,13034,Wed Oct 13 14:49:03 +0000 2010,False,bot
826850430185590786,Stellacdolce,182,415,3461,Wed Feb 01 17:51:19 +0000 2017,False,bot
327555253,ElenaLvdzdv,751,828,9194,Fri Jul 01 19:18:24 +0000 2011,False,bot
2591240449,annarosa701,319,237,23673,Fri Jun 27 11:25:16 +0000 2014,False,bot
560604863,MonicaDieci,792,1675,16498,Sun Apr 22 21:21:29 +0000 2012,False,bot
1011632355419844608,Martinalucconi1,19,6,1495,Tue Jun 26 15:28:43 +0000 2018,False,bot
1010882400325431298,1dreactionpic1,19,40,805,Sun Jun 24 13:48:40 +0000 2018,False,human
2962604531,ae6b1d98c461462,223,902,8308,Mon Jan 05 19:49:46 +0000 2015,False,human
1063319761,AlteaFerrari,92145,82900,74912,Sat Jan 05 15:54:47 +0000 2013,False,human
518642028,VeronicaFilia,148,141,6802,Thu Mar 08 16:22:38 +0000 2012,False,bot
548914113,Mary_Jack69,432,469,9089,Mon Apr 09 00:53:10 +0000 2012,False,bot
840241477,annalisabi76,1594,363,62095,Sat Sep 22 18:36:29 +0000 2012,False,human
910893710308724743,Paola232220,130,105,5213,Thu Sep 21 15:49:18 +0000 2017,False,human
2485742076,Krentak,42,283,509,Fri May 09 19:06:17 +0000 2014,False,human
4908982317,cifra73,437,510,30978,Sun Feb 14 13:31:57 +0000 2016,False,human
357063589,massimosideri,12635,771,10908,Wed Aug 17 19:55:06 +0000 2011,True,human
2983905783,allylardo,264,358,4539,Sun Jan 18 11:27:05 +0000 2015,False,bot
1004050570494259201,tomestherlinson,200,196,8947,Tue Jun 05 17:21:25 +0000 2018,False,human
1337678305,IndieGameTrends,24114,2301,1013273,Mon Apr 08 21:30:03 +0000 2013,False,bot
197284836,Noviolenzadonne,1388,869,9424,Fri Oct 01 02:51:43 +0000 2010,False,human
834889075337400320,MissAmnesia23,215,340,2013,Thu Feb 23 22:14:01 +0000 2017,False,bot
825731362179149824,Stella_Perlina,283,545,3923,Sun Jan 29 15:44:32 +0000 2017,False,bot
932243210277130240,Patrizia22851,40,26,3448,Sun Nov 19 13:44:36 +0000 2017,False,bot
902535078,Shar_FedeRossi,127,380,7985,Wed Oct 24 20:23:22 +0000 2012,False,human
2992469811,brunetta_8,236,108,22973,Thu Jan 22 16:47:24 +0000 2015,False,bot
950827317571608576,mariorossi19444,10,261,2201,Tue Jan 09 20:31:12 +0000 2018,False,bot
327555341,56_nico,626,224,15100,Fri Jul 01 19:18:35 +0000 2011,False,bot
2349112225,GABRIELLAMARA2,701,1056,19814,Mon Feb 17 21:39:57 +0000 2014,False,bot
950483930003771392,Il_Pannocchia1,35,47,943,Mon Jan 08 21:46:42 +0000 2018,False,bot
855102334875172866,Celica_FE,1,2,2038,Thu Apr 20 16:54:18 +0000 2017,False,bot
856884030,RenatoPradal,249,238,10282,Mon Oct 01 19:24:02 +0000 2012,False,human
239861947,Halena85,310,515,28955,Tue Jan 18 16:09:40 +0000 2011,False,human
82659565,emmemea,6055,452,8816,Thu Oct 15 16:52:52 +0000 2009,False,bot
875005129103200257,zilianisky66,221,318,5972,Wed Jun 14 15:00:54 +0000 2017,False,human
923565203253579776,PaolaBozzetto,19,38,2039,Thu Oct 26 15:01:18 +0000 2017,False,bot
1244668758,CAusoni,450,1490,5341,Tue Mar 05 21:49:00 +0000 2013,False,human
966343682,EmyScanu,634,627,49285,Fri Nov 23 15:44:52 +0000 2012,False,bot
4358227817,sorciusbarbutus,33,122,3149,Thu Dec 03 05:46:42 +0000 2015,False,bot
431089246,santilligia,2626,2875,14215,Wed Dec 07 22:21:57 +0000 2011,False,human
1154282738,1IlMigliore,353,887,3077,Wed Feb 06 15:14:11 +0000 2013,False,bot
2989418577,ILgrandeRIO,257,198,4264,Wed Jan 21 10:05:17 +0000 2015,False,bot
801152682702622720,limar1964,113,537,5313,Tue Nov 22 19:57:39 +0000 2016,False,human
720666928055001088,1DSTATSVOTESL,27,16,1750,Thu Apr 14 17:35:59 +0000 2016,False,bot
4701456854,Ti_Amo_Harry,72,97,913,Sun Jan 03 08:20:32 +0000 2016,False,human
559917335,launizzo,517,948,19305,Sat Apr 21 22:59:17 +0000 2012,False,bot
868401085802852352,BooandHazz1,29,34,1215,Sat May 27 09:38:47 +0000 2017,False,bot
391505537,AleQuinto1,291,840,3103,Sat Oct 15 17:25:20 +0000 2011,False,human
963823970507214848,MatteoArnabold1,14,117,537,Wed Feb 14 17:15:16 +0000 2018,False,bot
726108618051997696,HondaClaudio,573,1365,12209,Fri Apr 29 17:59:19 +0000 2016,False,human
2780612193,THESlGNOFHARRY,7482,3333,222413,Mon Sep 22 22:37:39 +0000 2014,False,bot
4297819397,_Meelaanie_1D_,1125,1257,56864,Fri Nov 27 16:09:47 +0000 2015,False,human
970583174349840384,BrokLiljas,62,379,959,Mon Mar 05 08:53:56 +0000 2018,False,human
242327193,sacchetico,1613,1566,5799,Mon Jan 24 14:36:17 +0000 2011,False,human
228744087,vivitanie,1313,2333,32135,Mon Dec 20 15:17:26 +0000 2010,False,bot
4874146875,giunta2016,401,819,4508,Wed Feb 03 15:45:21 +0000 2016,False,bot
2799576867,DelbonoRoberto,309,1462,44138,Thu Oct 02 09:16:03 +0000 2014,False,human
811246201794338818,_martydreamer01,273,219,9476,Tue Dec 20 16:25:41 +0000 2016,False,human
2306559009,stefaniamassim2,280,276,5955,Sun Jan 26 22:17:08 +0000 2014,False,human
585091018,Ab1Disce0mnis,622,790,6310,Sat May 19 20:54:58 +0000 2012,False,human
302125749,__Spiderlily__,614,383,57910,Fri May 20 16:58:54 +0000 2011,False,bot
788038456274522112,Rosamar70892339,164,117,3277,Mon Oct 17 15:26:23 +0000 2016,False,bot
603005791,EneaMoscon,717,1239,8339,Fri Jun 08 19:27:54 +0000 2012,False,human
1714082910,JessicaTzn,163,171,5534,Sat Aug 31 00:32:52 +0000 2013,False,human
3245545312,simona83imperia,300,539,12889,Sun May 10 22:30:30 +0000 2015,False,bot
995292937662664704,Valentinaserot4,16,32,648,Sat May 12 13:21:42 +0000 2018,False,human
1000463684945240064,an1Daddiction,241,232,6496,Sat May 26 19:48:24 +0000 2018,False,human
2982795550,Gianniontheroad,313,397,3313,Sat Jan 17 17:16:32 +0000 2015,False,bot
423240463,GiusiRiccobono,527,737,8789,Mon Nov 28 07:56:51 +0000 2011,False,bot
3102059566,NovellaPiazzi,101,4,11519,Sat Mar 21 15:35:35 +0000 2015,False,bot
4030954341,heavenloueyes,286,272,13761,Sat Oct 24 10:50:07 +0000 2015,False,human
340600489,il_giga,34,67,5619,Fri Jul 22 23:42:57 +0000 2011,False,human
202588307,danysca22,755,1015,19497,Thu Oct 14 11:31:49 +0000 2010,False,bot
2396162744,florianademiche,3472,3004,24200,Tue Mar 18 12:48:42 +0000 2014,False,human
70741097,lorenzlu,444,557,9763,Tue Sep 01 17:55:00 +0000 2009,False,human
825700436766314497,Seilamiacanzone,321,0,2667,Sun Jan 29 13:41:39 +0000 2017,False,bot
2905469547,LeCom_,769,537,23341,Thu Dec 04 19:45:53 +0000 2014,False,human
2984109993,RedsRita,224,466,5020,Sun Jan 18 14:30:20 +0000 2015,False,bot
974977485183037441,luciolavezza,31,152,1037,Sat Mar 17 11:55:21 +0000 2018,False,bot
808272326324342785,ToniSonia,4664,819,31618,Mon Dec 12 11:28:34 +0000 2016,False,human
873916630828494848,Vincenz72741158,2502,4158,5421,Sun Jun 11 14:55:36 +0000 2017,False,bot
785477139235741696,hrhmaxmartian,730,1254,35615,Mon Oct 10 13:48:38 +0000 2016,False,human
25851958,Yattaran,1404,385,51071,Sun Mar 22 18:06:59 +0000 2009,False,human
390617262,0Claudia9,289,401,3210,Fri Oct 14 08:00:55 +0000 2011,False,bot
3223929605,TornareAcasa,263,418,39601,Thu Apr 30 08:59:09 +0000 2015,False,human
202305873,BrunaVerutti,203,64,19247,Wed Oct 13 19:12:09 +0000 2010,False,bot
2350026720,circeanna,20154,4565,122908,Tue Feb 18 12:17:43 +0000 2014,False,bot
548662037,Elly15vs,959,849,15373,Sun Apr 08 19:33:34 +0000 2012,False,bot
839937500101627904,DeiaDerosas,106,305,4489,Thu Mar 09 20:34:40 +0000 2017,False,bot
3489637217,_Vylmax,215,374,10282,Sun Aug 30 09:29:00 +0000 2015,False,bot
17880873,paoloross,397,783,11371,Thu Dec 04 22:00:56 +0000 2008,False,human
990324412841889798,RitaGiasone,41,688,2181,Sat Apr 28 20:18:34 +0000 2018,False,bot
908709155137032192,ziaiaia3,2989,1535,13815,Fri Sep 15 15:08:40 +0000 2017,False,human
2976241827,Gimar95,173,1062,8554,Tue Jan 13 12:01:27 +0000 2015,False,human
333431378,FilippoDuo,507,4806,21507,Mon Jul 11 14:43:40 +0000 2011,False,human
898599853546242048,Trasparente_,3201,1160,7907,Fri Aug 18 17:37:55 +0000 2017,False,human
2732253563,sunlaughxz,435,561,10893,Sun Aug 03 07:46:08 +0000 2014,False,human
2806416940,novellapiazzi1,101,24,11311,Sat Oct 04 23:03:27 +0000 2014,False,bot
22009205,ceranto,2108,3613,161880,Thu Feb 26 13:42:48 +0000 2009,False,human
50265477,desimonem,294,1374,9388,Wed Jun 24 09:54:03 +0000 2009,False,human
1924501530,MomiraMonika,40473,32522,145520,Tue Oct 01 20:25:30 +0000 2013,False,bot
974980320721240064,kasiamilla,42,0,1129,Sat Mar 17 12:06:37 +0000 2018,False,bot
965638639345655809,vaccarellimann1,426,488,4812,Mon Feb 19 17:26:07 +0000 2018,False,human
3211470245,annatic1,382,0,5334,Mon Apr 27 06:18:53 +0000 2015,False,bot
999977095106367488,larrysd4ughter,63,92,893,Fri May 25 11:34:52 +0000 2018,False,human
2929725533,lorettalo22,468,865,5968,Thu Dec 18 15:55:58 +0000 2014,False,bot
778859243655012352,pietro_pascali,14,7,6054,Thu Sep 22 07:31:29 +0000 2016,False,bot
1362279283,DomenicoFurioso,310,363,7277,Thu Apr 18 15:52:53 +0000 2013,False,human
1012332423290478593,LefossettediNH,76,26,1229,Thu Jun 28 13:50:32 +0000 2018,False,human
561948464,dani89vs,804,691,10539,Tue Apr 24 11:39:29 +0000 2012,False,bot
3017805851,elisabettaragg1,182,131,4886,Wed Feb 04 15:10:04 +0000 2015,False,bot
2919964222,giannalecca1,461,834,11501,Sat Dec 13 17:00:13 +0000 2014,False,bot
702253149189439488,LaVolage,1181,1436,15582,Tue Feb 23 22:06:12 +0000 2016,False,human
838435964922052608,Girasole572,28,1,2623,Sun Mar 05 17:08:06 +0000 2017,False,bot
2921277910,lisettaliz,166,95,4730,Sun Dec 14 11:30:00 +0000 2014,False,bot
4353158674,EmilynotRata,767,599,9473,Wed Dec 02 18:18:17 +0000 2015,False,human
771685684738482176,danyelaciriaco,573,326,16424,Fri Sep 02 12:26:19 +0000 2016,False,human
981636477292564480,Anna2340531163,17,122,491,Wed Apr 04 20:55:48 +0000 2018,False,bot
1268082668,MarcellaMelodia,882,1615,14689,Thu Mar 14 21:48:24 +0000 2013,False,human
2985880540,Viola_rossa3,261,249,27592,Mon Jan 19 14:24:12 +0000 2015,False,bot
867072457215279104,BiancaCartei,9,50,536,Tue May 23 17:39:18 +0000 2017,False,human
839185313461305344,vins_prince1982,9,8,4028,Tue Mar 07 18:45:44 +0000 2017,False,bot
1003160464543510528,MyHappiness1D1,27,55,2965,Sun Jun 03 06:24:27 +0000 2018,False,human
827628152411262976,andrea_sorato,219,63,4517,Fri Feb 03 21:21:42 +0000 2017,False,bot
974977242165055488,Ewa34934453,378,316,19235,Sat Mar 17 11:54:23 +0000 2018,False,human
3138084547,InAnalisi,836,550,21867,Fri Apr 03 22:24:10 +0000 2015,False,human
2919471316,ariacolorata2,459,898,7698,Sat Dec 13 11:10:39 +0000 2014,False,bot
422699535,valentinamoscon,237,144,6710,Sun Nov 27 15:43:39 +0000 2011,False,bot
1198843740,Jackill22,159,241,5666,Tue Feb 19 22:37:28 +0000 2013,False,human
3027927352,vale20152,492,1083,6079,Tue Feb 10 09:27:36 +0000 2015,False,bot
2983904932,tizianafu,257,348,4481,Sun Jan 18 09:58:56 +0000 2015,False,bot
548707617,antonellautopia,582,499,33761,Sun Apr 08 18:32:25 +0000 2012,False,bot
3035505075,_harryobsessed,942,748,53431,Fri Feb 13 22:03:37 +0000 2015,False,bot
4034721759,949905e897cf45a,460,449,10546,Sat Oct 24 22:56:10 +0000 2015,False,bot
977674276936519681,RossRoss5429,30,55,5263,Sat Mar 24 22:31:26 +0000 2018,False,bot
3290568658,GiorgiaAziz1d,281,699,3101,Tue May 19 21:45:11 +0000 2015,False,bot
759150086756589568,TestyMcT3stface,3,1,715011,Fri Jul 29 22:14:19 +0000 2016,False,bot
4149019083,benjifede_love,204,233,6511,Mon Nov 09 12:27:59 +0000 2015,False,bot
393483438,ilbolly,1237,426,44825,Tue Oct 18 16:12:28 +0000 2011,False,bot
2982479962,mirandamossi,197,207,2116,Sat Jan 17 12:01:31 +0000 2015,False,bot
2853761597,epicfaildrone,2791,1,141413,Fri Oct 31 20:33:00 +0000 2014,False,bot
2982567281,topaccia,202,88,2798,Sat Jan 17 14:12:39 +0000 2015,False,bot
804840889067667457,silviapedr2016,10,8,4907,Sat Dec 03 00:13:15 +0000 2016,False,bot
271466783,LoMassi,2501,1073,25906,Thu Mar 24 15:25:29 +0000 2011,False,human
729045489665052672,FlavianoPeluso,403,632,370,Sat May 07 20:29:24 +0000 2016,False,human
1183194624,MARIACARMINATI1,263,489,11979,Fri Feb 15 17:05:35 +0000 2013,False,bot
53002473,Niebbo,3966,273,22448,Thu Jul 02 07:36:33 +0000 2009,False,human
534504035,Hepicuro,1443,1334,55272,Fri Mar 23 16:58:37 +0000 2012,False,human
1069206085,PaoloBaldo3,1044,677,65490,Mon Jan 07 21:10:44 +0000 2013,False,human
2949925353,SuperPannocchia,140,52,4939,Mon Dec 29 20:42:46 +0000 2014,False,bot
2968800676,DalilaIngrasci2,222,187,2705,Thu Jan 08 23:07:22 +0000 2015,False,human
1010978324569640960,1D02685599,9,26,2581,Sun Jun 24 20:09:50 +0000 2018,False,bot
595846370,MariaCamillagl,594,927,15344,Thu May 31 21:34:20 +0000 2012,False,bot
2949963189,mielosa69,339,489,7639,Mon Dec 29 21:05:34 +0000 2014,False,bot
326826176,PaoloLagonia,169,388,13601,Thu Jun 30 15:11:28 +0000 2011,False,human
